Pair.Name	Ligand.ApprovedSymbol	Ligand.Name	Receptor.ApprovedSymbol	Receptor.Name	HPMR.Ligand	HPMR.Receptor
BMP8B_BMPR2	BMP8B	bone morphogenetic protein 8b	BMPR2	"bone morphogenetic protein receptor, type II (serine/threonine kinase)"		BMPR2
BST1_CAV1	BST1	bone marrow stromal cell antigen 1	CAV1	"caveolin 1, caveolae protein, 22kDa"		
BTC_EGFR	BTC	betacellulin	EGFR	epidermal growth factor receptor	BTC	EGFR
BTC_ERBB2	BTC	betacellulin	ERBB2	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2	BTC	ERBB2
BTC_ERBB3	BTC	betacellulin	ERBB3	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3	BTC	ERBB3
BTC_ERBB4	BTC	betacellulin	ERBB4	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4	BTC	ERBB4
BTLA_CD247	BTLA	B and T lymphocyte associated	CD247	CD247 molecule		
BTLA_CD79A	BTLA	B and T lymphocyte associated	CD79A	"CD79a molecule, immunoglobulin-associated alpha"		
BTLA_TNFRSF14	BTLA	B and T lymphocyte associated	TNFRSF14	"tumor necrosis factor receptor superfamily, member 14"		TNFRSF14
BTLA_VTCN1	BTLA	B and T lymphocyte associated	VTCN1	V-set domain containing T cell activation inhibitor 1		
C1QA_CD93	C1QA	"complement component 1, q subcomponent, A chain"	CD93	CD93 molecule		CD93
C1QA_CR1	C1QA	"complement component 1, q subcomponent, A chain"	CR1	complement component (3b/4b) receptor 1 (Knops blood group)		
C1QA_CSPG4	C1QA	"complement component 1, q subcomponent, A chain"	CSPG4	chondroitin sulfate proteoglycan 4		
C1QB_LRP1	C1QB	"complement component 1, q subcomponent, B chain"	LRP1	low density lipoprotein receptor-related protein 1		
C1QTNF1_AVPR2	C1QTNF1	C1q and tumor necrosis factor related protein 1	AVPR2	arginine vasopressin receptor 2		AVPR2
C1QTNF5_MFRP	C1QTNF5	C1q and tumor necrosis factor related protein 5	MFRP	membrane frizzled-related protein		
C1orf112_PLSCR4	C1orf112	chromosome 1 open reading frame 112	PLSCR4	phospholipid scramblase 4		
C1orf194_PLSCR4	C1orf194	chromosome 1 open reading frame 194	PLSCR4	phospholipid scramblase 4		
C1orf200_LY6G6C	C1orf200	chromosome 1 open reading frame 200	LY6G6C	"lymphocyte antigen 6 complex, locus G6C"		
C1orf200_SLC16A4	C1orf200	chromosome 1 open reading frame 200	SLC16A4	"solute carrier family 16, member 4"		
C3_C3AR1	C3	complement component 3	C3AR1	complement component 3a receptor 1	C3	C3AR1
C3_C5AR2	C3	complement component 3	C5AR2	complement component 5a receptor 2	C3	GPR77
C3_CD19	C3	complement component 3	CD19	CD19 molecule	C3	
C3_CD46	C3	complement component 3	CD46	"CD46 molecule, complement regulatory protein"	C3	
C3_CD81	C3	complement component 3	CD81	CD81 molecule	C3	CD81
C3_CR1	C3	complement component 3	CR1	complement component (3b/4b) receptor 1 (Knops blood group)	C3	
C3_IFITM1	C3	complement component 3	IFITM1	interferon induced transmembrane protein 1	C3	
C3_ITGAM	C3	complement component 3	ITGAM	"integrin, alpha M (complement component 3 receptor 3 subunit)"	C3	ITGAM
C3_ITGAX	C3	complement component 3	ITGAX	"integrin, alpha X (complement component 3 receptor 4 subunit)"	C3	ITGAX
C3_ITGB2	C3	complement component 3	ITGB2	"integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)"	C3	ITGB2
C3_LRP1	C3	complement component 3	LRP1	low density lipoprotein receptor-related protein 1	C3	LRP1
C4A_C3AR1	C4A	complement component 4A (Rodgers blood group)	C3AR1	complement component 3a receptor 1		C3AR1
C4A_C5AR2	C4A	complement component 4A (Rodgers blood group)	C5AR2	complement component 5a receptor 2		GPR77
C4A_CR1	C4A	complement component 4A (Rodgers blood group)	CR1	complement component (3b/4b) receptor 1 (Knops blood group)		
C4BPA_BMPR2	C4BPA	"complement component 4 binding protein, alpha"	BMPR2	"bone morphogenetic protein receptor, type II (serine/threonine kinase)"		BMPR2
C4BPA_CD40	C4BPA	"complement component 4 binding protein, alpha"	CD40	"CD40 molecule, TNF receptor superfamily member 5"		CD40
C4BPA_LRP1	C4BPA	"complement component 4 binding protein, alpha"	LRP1	low density lipoprotein receptor-related protein 1		LRP1
C4B_CD46	C4B	complement component 4B (Chido blood group)	CD46	"CD46 molecule, complement regulatory protein"		
C4B_CR1	C4B	complement component 4B (Chido blood group)	CR1	complement component (3b/4b) receptor 1 (Knops blood group)		
C5_C5AR1	C5	complement component 5	C5AR1	complement component 5a receptor 1	C5	C5AR1
C5_C5AR2	C5	complement component 5	C5AR2	complement component 5a receptor 2	C5	GPR77
C5orf55_TRAF2	C5orf55	chromosome 5 open reading frame 55	TRAF2	TNF receptor-associated factor 2		TRAF2
C6orf15_DDR1	C6orf15	chromosome 6 open reading frame 15	DDR1	discoidin domain receptor tyrosine kinase 1		DDR1
CALCA_CALCR	CALCA	calcitonin-related polypeptide alpha	CALCR	calcitonin receptor	CALCA	CALCR
CALCA_CALCRL	CALCA	calcitonin-related polypeptide alpha	CALCRL	calcitonin receptor-like	CALCA	CALCRL
CALCA_RAMP1	CALCA	calcitonin-related polypeptide alpha	RAMP1	receptor (G protein-coupled) activity modifying protein 1	CALCA	RAMP1
CALCA_RAMP2	CALCA	calcitonin-related polypeptide alpha	RAMP2	receptor (G protein-coupled) activity modifying protein 2	CALCA	RAMP2
CALCB_CALCR	CALCB	calcitonin-related polypeptide beta	CALCR	calcitonin receptor	CALCB	CALCR
CALCB_CALCRL	CALCB	calcitonin-related polypeptide beta	CALCRL	calcitonin receptor-like	CALCB	CALCRL
CALCB_RAMP1	CALCB	calcitonin-related polypeptide beta	RAMP1	receptor (G protein-coupled) activity modifying protein 1	CALCB	RAMP1
CALM1_ABCA1	CALM1	"calmodulin 1 (phosphorylase kinase, delta)"	ABCA1	"ATP-binding cassette, sub-family A (ABC1), member 1"		
CALM1_ADCY8	CALM1	"calmodulin 1 (phosphorylase kinase, delta)"	ADCY8	adenylate cyclase 8 (brain)		
CALM1_ADCYAP1R1	CALM1	"calmodulin 1 (phosphorylase kinase, delta)"	ADCYAP1R1	adenylate cyclase activating polypeptide 1 (pituitary) receptor type I		ADCYAP1R1
CALM1_AQP6	CALM1	"calmodulin 1 (phosphorylase kinase, delta)"	AQP6	"aquaporin 6, kidney specific"		
CALM1_CACNA1C	CALM1	"calmodulin 1 (phosphorylase kinase, delta)"	CACNA1C	"calcium channel, voltage-dependent, L type, alpha 1C subunit"		
CALM1_CALCR	CALM1	"calmodulin 1 (phosphorylase kinase, delta)"	CALCR	calcitonin receptor		CALCR
CALM1_CNGA2	CALM1	"calmodulin 1 (phosphorylase kinase, delta)"	CNGA2	cyclic nucleotide gated channel alpha 2		
CALM1_CRHR1	CALM1	"calmodulin 1 (phosphorylase kinase, delta)"	CRHR1	corticotropin releasing hormone receptor 1		CRHR1
CALM1_EGFR	CALM1	"calmodulin 1 (phosphorylase kinase, delta)"	EGFR	epidermal growth factor receptor		EGFR
CALM1_FAS	CALM1	"calmodulin 1 (phosphorylase kinase, delta)"	FAS	Fas cell surface death receptor		FAS
CALM1_GLP1R	CALM1	"calmodulin 1 (phosphorylase kinase, delta)"	GLP1R	glucagon-like peptide 1 receptor		GLP1R
CALM1_GLP2R	CALM1	"calmodulin 1 (phosphorylase kinase, delta)"	GLP2R	glucagon-like peptide 2 receptor		GLP2R
CALM1_GP6	CALM1	"calmodulin 1 (phosphorylase kinase, delta)"	GP6	glycoprotein VI (platelet)		
CALM1_GRM3	CALM1	"calmodulin 1 (phosphorylase kinase, delta)"	GRM3	"glutamate receptor, metabotropic 3"		GRM3
CALM1_GRM4	CALM1	"calmodulin 1 (phosphorylase kinase, delta)"	GRM4	"glutamate receptor, metabotropic 4"		GRM4
CALM1_GRM5	CALM1	"calmodulin 1 (phosphorylase kinase, delta)"	GRM5	"glutamate receptor, metabotropic 5"		GRM5
CALM1_GRM7	CALM1	"calmodulin 1 (phosphorylase kinase, delta)"	GRM7	"glutamate receptor, metabotropic 7"		GRM7
CALM1_HMMR	CALM1	"calmodulin 1 (phosphorylase kinase, delta)"	HMMR	hyaluronan-mediated motility receptor (RHAMM)		HMMR
CALM1_HTR2C	CALM1	"calmodulin 1 (phosphorylase kinase, delta)"	HTR2C	"5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled"		HTR2C
CALM1_INSR	CALM1	"calmodulin 1 (phosphorylase kinase, delta)"	INSR	insulin receptor		INSR
CALM1_KCNN4	CALM1	"calmodulin 1 (phosphorylase kinase, delta)"	KCNN4	"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4"		
CALM1_KCNQ1	CALM1	"calmodulin 1 (phosphorylase kinase, delta)"	KCNQ1	"potassium voltage-gated channel, KQT-like subfamily, member 1"		
CALM1_KCNQ3	CALM1	"calmodulin 1 (phosphorylase kinase, delta)"	KCNQ3	"potassium voltage-gated channel, KQT-like subfamily, member 3"		
CALM1_KCNQ5	CALM1	"calmodulin 1 (phosphorylase kinase, delta)"	KCNQ5	"potassium voltage-gated channel, KQT-like subfamily, member 5"		
CALM1_MIP	CALM1	"calmodulin 1 (phosphorylase kinase, delta)"	MIP	major intrinsic protein of lens fiber		
CALM1_MYLK	CALM1	"calmodulin 1 (phosphorylase kinase, delta)"	MYLK	myosin light chain kinase		
CALM1_MYLK2	CALM1	"calmodulin 1 (phosphorylase kinase, delta)"	MYLK2	myosin light chain kinase 2		
CALM1_OPRM1	CALM1	"calmodulin 1 (phosphorylase kinase, delta)"	OPRM1	"opioid receptor, mu 1"		OPRM1
CALM1_PDE1A	CALM1	"calmodulin 1 (phosphorylase kinase, delta)"	PDE1A	"phosphodiesterase 1A, calmodulin-dependent"		
CALM1_PDE1B	CALM1	"calmodulin 1 (phosphorylase kinase, delta)"	PDE1B	"phosphodiesterase 1B, calmodulin-dependent"		
CALM1_PDE1C	CALM1	"calmodulin 1 (phosphorylase kinase, delta)"	PDE1C	"phosphodiesterase 1C, calmodulin-dependent 70kDa"		
CALM1_PPAPDC2	CALM1	"calmodulin 1 (phosphorylase kinase, delta)"	PPAPDC2	phosphatidic acid phosphatase type 2 domain containing 2		
CALM1_PTH2R	CALM1	"calmodulin 1 (phosphorylase kinase, delta)"	PTH2R	parathyroid hormone 2 receptor		PTHR2
CALM1_PTPRA	CALM1	"calmodulin 1 (phosphorylase kinase, delta)"	PTPRA	"protein tyrosine phosphatase, receptor type, A"		PTPRA
CALM1_SCN10A	CALM1	"calmodulin 1 (phosphorylase kinase, delta)"	SCN10A	"sodium channel, voltage-gated, type X, alpha subunit"		
CALM1_SCN4A	CALM1	"calmodulin 1 (phosphorylase kinase, delta)"	SCN4A	"sodium channel, voltage-gated, type IV, alpha subunit"		
CALM1_SCTR	CALM1	"calmodulin 1 (phosphorylase kinase, delta)"	SCTR	secretin receptor		SCTR
CALM1_SELL	CALM1	"calmodulin 1 (phosphorylase kinase, delta)"	SELL	selectin L		SELL
CALM1_TRPC3	CALM1	"calmodulin 1 (phosphorylase kinase, delta)"	TRPC3	"transient receptor potential cation channel, subfamily C, member 3"		
CALM1_TRPC5	CALM1	"calmodulin 1 (phosphorylase kinase, delta)"	TRPC5	"transient receptor potential cation channel, subfamily C, member 5"		
CALM1_VIPR1	CALM1	"calmodulin 1 (phosphorylase kinase, delta)"	VIPR1	vasoactive intestinal peptide receptor 1		VIPR1
CALM2_ABCA1	CALM2	"calmodulin 2 (phosphorylase kinase, delta)"	ABCA1	"ATP-binding cassette, sub-family A (ABC1), member 1"		
CALM2_ADCY8	CALM2	"calmodulin 2 (phosphorylase kinase, delta)"	ADCY8	adenylate cyclase 8 (brain)		
CALM2_AQP6	CALM2	"calmodulin 2 (phosphorylase kinase, delta)"	AQP6	"aquaporin 6, kidney specific"		
CALM2_CACNA1C	CALM2	"calmodulin 2 (phosphorylase kinase, delta)"	CACNA1C	"calcium channel, voltage-dependent, L type, alpha 1C subunit"		
CALM2_EGFR	CALM2	"calmodulin 2 (phosphorylase kinase, delta)"	EGFR	epidermal growth factor receptor		EGFR
CALM2_GP6	CALM2	"calmodulin 2 (phosphorylase kinase, delta)"	GP6	glycoprotein VI (platelet)		
CALM2_GRM5	CALM2	"calmodulin 2 (phosphorylase kinase, delta)"	GRM5	"glutamate receptor, metabotropic 5"		GRM5
CALM2_GRM7	CALM2	"calmodulin 2 (phosphorylase kinase, delta)"	GRM7	"glutamate receptor, metabotropic 7"		GRM7
CALM2_INSR	CALM2	"calmodulin 2 (phosphorylase kinase, delta)"	INSR	insulin receptor		INSR
CALM2_KCNQ1	CALM2	"calmodulin 2 (phosphorylase kinase, delta)"	KCNQ1	"potassium voltage-gated channel, KQT-like subfamily, member 1"		
CALM2_KCNQ3	CALM2	"calmodulin 2 (phosphorylase kinase, delta)"	KCNQ3	"potassium voltage-gated channel, KQT-like subfamily, member 3"		
CALM2_KCNQ5	CALM2	"calmodulin 2 (phosphorylase kinase, delta)"	KCNQ5	"potassium voltage-gated channel, KQT-like subfamily, member 5"		
CALM2_MYLK	CALM2	"calmodulin 2 (phosphorylase kinase, delta)"	MYLK	myosin light chain kinase		
CALM2_MYLK2	CALM2	"calmodulin 2 (phosphorylase kinase, delta)"	MYLK2	myosin light chain kinase 2		
CALM2_PDE1A	CALM2	"calmodulin 2 (phosphorylase kinase, delta)"	PDE1A	"phosphodiesterase 1A, calmodulin-dependent"		
CALM2_PDE1B	CALM2	"calmodulin 2 (phosphorylase kinase, delta)"	PDE1B	"phosphodiesterase 1B, calmodulin-dependent"		
CALM2_PDE1C	CALM2	"calmodulin 2 (phosphorylase kinase, delta)"	PDE1C	"phosphodiesterase 1C, calmodulin-dependent 70kDa"		
CALM2_PPAPDC2	CALM2	"calmodulin 2 (phosphorylase kinase, delta)"	PPAPDC2	phosphatidic acid phosphatase type 2 domain containing 2		
CALM2_SCN10A	CALM2	"calmodulin 2 (phosphorylase kinase, delta)"	SCN10A	"sodium channel, voltage-gated, type X, alpha subunit"		
CALM2_SCN4A	CALM2	"calmodulin 2 (phosphorylase kinase, delta)"	SCN4A	"sodium channel, voltage-gated, type IV, alpha subunit"		
CALM2_SELL	CALM2	"calmodulin 2 (phosphorylase kinase, delta)"	SELL	selectin L		SELL
CALM2_TRPC5	CALM2	"calmodulin 2 (phosphorylase kinase, delta)"	TRPC5	"transient receptor potential cation channel, subfamily C, member 5"		
CALM3_ABCA1	CALM3	"calmodulin 3 (phosphorylase kinase, delta)"	ABCA1	"ATP-binding cassette, sub-family A (ABC1), member 1"		
CALM3_ADCY8	CALM3	"calmodulin 3 (phosphorylase kinase, delta)"	ADCY8	adenylate cyclase 8 (brain)		
CALM3_AQP6	CALM3	"calmodulin 3 (phosphorylase kinase, delta)"	AQP6	"aquaporin 6, kidney specific"		
CALM3_EGFR	CALM3	"calmodulin 3 (phosphorylase kinase, delta)"	EGFR	epidermal growth factor receptor		EGFR
CALM3_GP6	CALM3	"calmodulin 3 (phosphorylase kinase, delta)"	GP6	glycoprotein VI (platelet)		
CALM3_GRM5	CALM3	"calmodulin 3 (phosphorylase kinase, delta)"	GRM5	"glutamate receptor, metabotropic 5"		GRM5
CALM3_GRM7	CALM3	"calmodulin 3 (phosphorylase kinase, delta)"	GRM7	"glutamate receptor, metabotropic 7"		GRM7
CALM3_INSR	CALM3	"calmodulin 3 (phosphorylase kinase, delta)"	INSR	insulin receptor		INSR
CALM3_KCNQ1	CALM3	"calmodulin 3 (phosphorylase kinase, delta)"	KCNQ1	"potassium voltage-gated channel, KQT-like subfamily, member 1"		
CALM3_KCNQ3	CALM3	"calmodulin 3 (phosphorylase kinase, delta)"	KCNQ3	"potassium voltage-gated channel, KQT-like subfamily, member 3"		
CALM3_KCNQ5	CALM3	"calmodulin 3 (phosphorylase kinase, delta)"	KCNQ5	"potassium voltage-gated channel, KQT-like subfamily, member 5"		
CALM3_MYLK	CALM3	"calmodulin 3 (phosphorylase kinase, delta)"	MYLK	myosin light chain kinase		
CALM3_MYLK2	CALM3	"calmodulin 3 (phosphorylase kinase, delta)"	MYLK2	myosin light chain kinase 2		
CALM3_PDE1A	CALM3	"calmodulin 3 (phosphorylase kinase, delta)"	PDE1A	"phosphodiesterase 1A, calmodulin-dependent"		
CALM3_PDE1B	CALM3	"calmodulin 3 (phosphorylase kinase, delta)"	PDE1B	"phosphodiesterase 1B, calmodulin-dependent"		
CALM3_PDE1C	CALM3	"calmodulin 3 (phosphorylase kinase, delta)"	PDE1C	"phosphodiesterase 1C, calmodulin-dependent 70kDa"		
CALM3_PPAPDC2	CALM3	"calmodulin 3 (phosphorylase kinase, delta)"	PPAPDC2	phosphatidic acid phosphatase type 2 domain containing 2		
CALM3_SCN10A	CALM3	"calmodulin 3 (phosphorylase kinase, delta)"	SCN10A	"sodium channel, voltage-gated, type X, alpha subunit"		
CALM3_SCN4A	CALM3	"calmodulin 3 (phosphorylase kinase, delta)"	SCN4A	"sodium channel, voltage-gated, type IV, alpha subunit"		
CALM3_SELL	CALM3	"calmodulin 3 (phosphorylase kinase, delta)"	SELL	selectin L		SELL
CALM3_TRPC5	CALM3	"calmodulin 3 (phosphorylase kinase, delta)"	TRPC5	"transient receptor potential cation channel, subfamily C, member 5"		
CALR_HLA-F	CALR	calreticulin	HLA-F	"major histocompatibility complex, class I, F"	CALR	
CALR_ITGA2B	CALR	calreticulin	ITGA2B	"integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)"	CALR	ITGA2B
CALR_ITGA3	CALR	calreticulin	ITGA3	"integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)"	CALR	ITGA3
CALR_ITGAV	CALR	calreticulin	ITGAV	"integrin, alpha V"	CALR	ITGAV
CALR_LRP1	CALR	calreticulin	LRP1	low density lipoprotein receptor-related protein 1	CALR	LRP1
CALR_MTNR1A	CALR	calreticulin	MTNR1A	melatonin receptor 1A	CALR	MTNR1A
CALR_SCARF1	CALR	calreticulin	SCARF1	"scavenger receptor class F, member 1"	CALR	SCARF1
CALR_TSHR	CALR	calreticulin	TSHR	thyroid stimulating hormone receptor	CALR	TSHR
CAMP_EGFR	CAMP	cathelicidin antimicrobial peptide	EGFR	epidermal growth factor receptor	CAMP	EGFR
CAMP_FPR2	CAMP	cathelicidin antimicrobial peptide	FPR2	formyl peptide receptor 2	CAMP	FPRL1
CAMP_IGF1R	CAMP	cathelicidin antimicrobial peptide	IGF1R	insulin-like growth factor 1 receptor	CAMP	IGF1R
CAMP_P2RX7	CAMP	cathelicidin antimicrobial peptide	P2RX7	"purinergic receptor P2X, ligand-gated ion channel, 7"	CAMP	
CCK_CCKAR	CCK	cholecystokinin	CCKAR	cholecystokinin A receptor	CCK	CCKAR
CCK_CCKBR	CCK	cholecystokinin	CCKBR	cholecystokinin B receptor	CCK	CCKBR
CCL11_ACKR2	CCL11	chemokine (C-C motif) ligand 11	ACKR2	atypical chemokine receptor 2	CCL11	CCBP2
CCL11_ACKR4	CCL11	chemokine (C-C motif) ligand 11	ACKR4	atypical chemokine receptor 4	CCL11	CCRL1
CCL11_CCR2	CCL11	chemokine (C-C motif) ligand 11	CCR2	chemokine (C-C motif) receptor 2	CCL11	CCR2
CCL11_CCR3	CCL11	chemokine (C-C motif) ligand 11	CCR3	chemokine (C-C motif) receptor 3	CCL11	CCR3
CCL11_CCR5	CCL11	chemokine (C-C motif) ligand 11	CCR5	chemokine (C-C motif) receptor 5 (gene/pseudogene)	CCL11	CCR5
CCL11_CXCR3	CCL11	chemokine (C-C motif) ligand 11	CXCR3	chemokine (C-X-C motif) receptor 3	CCL11	CXCR3
CCL13_ACKR2	CCL13	chemokine (C-C motif) ligand 13	ACKR2	atypical chemokine receptor 2	CCL13	CCBP2
CCL13_ACKR4	CCL13	chemokine (C-C motif) ligand 13	ACKR4	atypical chemokine receptor 4	CCL13	CCRL1
CCL13_CCR1	CCL13	chemokine (C-C motif) ligand 13	CCR1	chemokine (C-C motif) receptor 1	CCL13	CCR1
CCL13_CCR2	CCL13	chemokine (C-C motif) ligand 13	CCR2	chemokine (C-C motif) receptor 2	CCL13	CCR2
CCL13_CCR3	CCL13	chemokine (C-C motif) ligand 13	CCR3	chemokine (C-C motif) receptor 3	CCL13	CCR3
CCL13_CCR5	CCL13	chemokine (C-C motif) ligand 13	CCR5	chemokine (C-C motif) receptor 5 (gene/pseudogene)	CCL13	CCR5
CCL13_CCR9	CCL13	chemokine (C-C motif) ligand 13	CCR9	chemokine (C-C motif) receptor 9	CCL13	CCR9
CCL13_CXCR3	CCL13	chemokine (C-C motif) ligand 13	CXCR3	chemokine (C-X-C motif) receptor 3	CCL13	CXCR3
CCL14_ACKR2	CCL14	chemokine (C-C motif) ligand 14	ACKR2	atypical chemokine receptor 2	CCL14	CCBP2
CCL14_CCR1	CCL14	chemokine (C-C motif) ligand 14	CCR1	chemokine (C-C motif) receptor 1	CCL14	CCR1
CCL14_CCR3	CCL14	chemokine (C-C motif) ligand 14	CCR3	chemokine (C-C motif) receptor 3	CCL14	CCR3
CCL14_CCR5	CCL14	chemokine (C-C motif) ligand 14	CCR5	chemokine (C-C motif) receptor 5 (gene/pseudogene)	CCL14	CCR5
CCL15_CCR1	CCL15	chemokine (C-C motif) ligand 15	CCR1	chemokine (C-C motif) receptor 1	CCL15	CCR1
CCL15_CCR3	CCL15	chemokine (C-C motif) ligand 15	CCR3	chemokine (C-C motif) receptor 3	CCL15	CCR3
CCL16_CCR1	CCL16	chemokine (C-C motif) ligand 16	CCR1	chemokine (C-C motif) receptor 1	CCL16	CCR1
CCL16_CCR2	CCL16	chemokine (C-C motif) ligand 16	CCR2	chemokine (C-C motif) receptor 2	CCL16	CCR2
CCL16_CCR5	CCL16	chemokine (C-C motif) ligand 16	CCR5	chemokine (C-C motif) receptor 5 (gene/pseudogene)	CCL16	CCR5
CCL16_CCR8	CCL16	chemokine (C-C motif) ligand 16	CCR8	chemokine (C-C motif) receptor 8	CCL16	CCR8
CCL16_HRH4	CCL16	chemokine (C-C motif) ligand 16	HRH4	histamine receptor H4	CCL16	HRH4
CCL17_CCR4	CCL17	chemokine (C-C motif) ligand 17	CCR4	chemokine (C-C motif) receptor 4	CCL17	CCR4
CCL17_CCR8	CCL17	chemokine (C-C motif) ligand 17	CCR8	chemokine (C-C motif) receptor 8	CCL17	CCR8
CCL17_DARC	CCL17	chemokine (C-C motif) ligand 17	DARC	"Duffy blood group, atypical chemokine receptor"	CCL17	DARC
CCL18_C14orf1	CCL18	chemokine (C-C motif) ligand 18 (pulmonary and activation-regulated)	C14orf1	chromosome 14 open reading frame 1	CCL18	
CCL19_ACKR2	CCL19	chemokine (C-C motif) ligand 19	ACKR2	atypical chemokine receptor 2	CCL19	CCBP2
CCL19_ACKR4	CCL19	chemokine (C-C motif) ligand 19	ACKR4	atypical chemokine receptor 4	CCL19	CCRL1
CCL19_CCR10	CCL19	chemokine (C-C motif) ligand 19	CCR10	chemokine (C-C motif) receptor 10	CCL19	CCR10
CCL19_CCR7	CCL19	chemokine (C-C motif) ligand 19	CCR7	chemokine (C-C motif) receptor 7	CCL19	CCR7
CCL19_CCRL2	CCL19	chemokine (C-C motif) ligand 19	CCRL2	chemokine (C-C motif) receptor-like 2	CCL19	CCRL2
CCL19_CXCR3	CCL19	chemokine (C-C motif) ligand 19	CXCR3	chemokine (C-X-C motif) receptor 3	CCL19	CXCR3
CCL1_CCR8	CCL1	chemokine (C-C motif) ligand 1	CCR8	chemokine (C-C motif) receptor 8	CCL1	CCR8
CCL20_CCR6	CCL20	chemokine (C-C motif) ligand 20	CCR6	chemokine (C-C motif) receptor 6	CCL20	CCR6
CCL20_CXCR3	CCL20	chemokine (C-C motif) ligand 20	CXCR3	chemokine (C-X-C motif) receptor 3	CCL20	CXCR3
CCL21_ACKR2	CCL21	chemokine (C-C motif) ligand 21	ACKR2	atypical chemokine receptor 2	CCL21	CCBP2
CCL21_ACKR4	CCL21	chemokine (C-C motif) ligand 21	ACKR4	atypical chemokine receptor 4	CCL21	CCRL1
CCL21_CCR7	CCL21	chemokine (C-C motif) ligand 21	CCR7	chemokine (C-C motif) receptor 7	CCL21	CCR7
CCL21_CXCR3	CCL21	chemokine (C-C motif) ligand 21	CXCR3	chemokine (C-X-C motif) receptor 3	CCL21	CXCR3
CCL22_CCR4	CCL22	chemokine (C-C motif) ligand 22	CCR4	chemokine (C-C motif) receptor 4	CCL22	CCR4
CCL23_CCR1	CCL23	chemokine (C-C motif) ligand 23	CCR1	chemokine (C-C motif) receptor 1	CCL23	CCR1
CCL24_CCR2	CCL24	chemokine (C-C motif) ligand 24	CCR2	chemokine (C-C motif) receptor 2	CCL24	CCR2
CCL24_CCR3	CCL24	chemokine (C-C motif) ligand 24	CCR3	chemokine (C-C motif) receptor 3	CCL24	CCR3
CCL25_ACKR2	CCL25	chemokine (C-C motif) ligand 25	ACKR2	atypical chemokine receptor 2	CCL25	CCBP2
CCL25_ACKR4	CCL25	chemokine (C-C motif) ligand 25	ACKR4	atypical chemokine receptor 4	CCL25	CCRL1
CCL25_CCR10	CCL25	chemokine (C-C motif) ligand 25	CCR10	chemokine (C-C motif) receptor 10	CCL25	CCR10
CCL25_CCR9	CCL25	chemokine (C-C motif) ligand 25	CCR9	chemokine (C-C motif) receptor 9	CCL25	CCR9
CCL26_CCR1	CCL26	chemokine (C-C motif) ligand 26	CCR1	chemokine (C-C motif) receptor 1	CCL26	CCR1
CCL26_CCR2	CCL26	chemokine (C-C motif) ligand 26	CCR2	chemokine (C-C motif) receptor 2	CCL26	CCR2
CCL26_CCR3	CCL26	chemokine (C-C motif) ligand 26	CCR3	chemokine (C-C motif) receptor 3	CCL26	CCR3
CCL27_ACKR2	CCL27	chemokine (C-C motif) ligand 27	ACKR2	atypical chemokine receptor 2	CCL27	CCBP2
CCL27_CCR10	CCL27	chemokine (C-C motif) ligand 27	CCR10	chemokine (C-C motif) receptor 10	CCL27	CCR10
CCL28_ACKR2	CCL28	chemokine (C-C motif) ligand 28	ACKR2	atypical chemokine receptor 2	CCL28	CCBP2
CCL28_CCR10	CCL28	chemokine (C-C motif) ligand 28	CCR10	chemokine (C-C motif) receptor 10	CCL28	CCR10
CCL28_CCR3	CCL28	chemokine (C-C motif) ligand 28	CCR3	chemokine (C-C motif) receptor 3	CCL28	CCR3
CCL2_ACKR2	CCL2	chemokine (C-C motif) ligand 2	ACKR2	atypical chemokine receptor 2	CCL2	CCBP2
CCL2_ACKR4	CCL2	chemokine (C-C motif) ligand 2	ACKR4	atypical chemokine receptor 4	CCL2	CCRL1
CCL2_CCR1	CCL2	chemokine (C-C motif) ligand 2	CCR1	chemokine (C-C motif) receptor 1	CCL2	CCR1
